#,Name,Team,IP,vFA,vFC,vFS,vSI,vCH,vSL,vCU,vCS,vKN,vSB,Year,YearDate
427,Miles Mikolas,STL,202.1,93.6, , ,93.0,82.7,87.7,76.2,65.3, , ,2022.0,2022-01-01
428,Austin Voth,- - -,101.2,93.6,89.5, , ,87.3,83.8,77.6, , , ,2022.0,2022-01-01
429,Chad Kuhl,COL,137.0,93.6, , ,92.8,87.8,86.6,79.6,63.6, , ,2022.0,2022-01-01
430,Louis Head,- - -,28.2,93.6, , , ,88.5,82.5, , , , ,2022.0,2022-01-01
431,Pablo Lopez,MIA,180.0,93.5,88.8, ,93.4,87.5, ,81.0, , , ,2022.0,2022-01-01
432,Ronald Bolanos,KCR,18.1,93.5, , ,93.3,87.5,84.4,77.6, , , ,2022.0,2022-01-01
433,Mike Clevinger,SDP,114.1,93.5,86.8, ,93.0,86.2,79.9,76.8, , , ,2022.0,2022-01-01
434,Tyler Thornburg,- - -,19.0,93.5, , , ,84.7,83.3,76.1, , , ,2022.0,2022-01-01
435,Peter Strzelecki,MIL,35.0,93.5, , , ,83.3,82.9, , , , ,2022.0,2022-01-01
436,Sean Doolittle,WSN,5.1,93.5, ,80.6, , ,78.3, , , , ,2022.0,2022-01-01
437,Adam Oller,OAK,74.1,93.5,89.7, ,93.8,86.7,82.4, , , , ,2022.0,2022-01-01
438,Hunter Gaddis,CLE,7.1,93.5, , , ,77.6,86.4,74.7, , , ,2022.0,2022-01-01
439,Robert Gsellman,CHC,15.1,93.5, , ,92.9,85.3,89.9,80.8, , , ,2022.0,2022-01-01
440,Chris Paddack,MIN,22.1,93.5, , , ,83.0,84.3,76.5, , , ,2022.0,2022-01-01
441,Matt Manning,DET,63.0,93.5, , ,92.9,86.3,83.9,79.9, , , ,2022.0,2022-01-01
442,Colin Poche,TBR,58.2,93.5, , , , ,81.8,77.7, , , ,2022.0,2022-01-01
443,Bryan Hoeing,MIA,12.2,93.5, , ,93.0,87.3,82.2, , , , ,2022.0,2022-01-01
444,Jordan Sheffield,COL,2.0,93.5, , , ,88.6,87.1, , , , ,2022.0,2022-01-01
445,Luis Cessa,CIN,80.2,93.5, , ,93.8,87.9,83.0, , , , ,2022.0,2022-01-01
446,Nick Martinez,SDP,106.1,93.5,88.5, ,93.3,79.7, ,81.7, , , ,2022.0,2022-01-01
447,Tommy Hunter,NYM,22.1,93.4,91.2, ,93.1,88.0, ,84.4, , , ,2022.0,2022-01-01
448,Kirby Yates,ATL,7.0,93.4, ,86.6, , ,84.1, , , , ,2022.0,2022-01-01
449,Hayden Wesneski,CHC,33.0,93.4,89.1, ,92.3,87.3,81.4, , , , ,2022.0,2022-01-01
450,Brandon Bielak,HOU,12.1,93.4, , ,93.1,87.3,82.7,79.9, , , ,2022.0,2022-01-01
451,Jack Flaherty,STL,36.0,93.4,88.0, ,90.9,86.7,84.1,77.2, , , ,2022.0,2022-01-01
452,Trevor Richards,TOR,64.0,93.4, , , ,84.0,85.1, , , , ,2022.0,2022-01-01
453,Jovani Moran,MIN,40.2,93.4, , , ,83.2,81.5,80.1, , , ,2022.0,2022-01-01
454,Edwin Uceta,ARI,17.0,93.4,88.9, , ,88.2,80.8, , , , ,2022.0,2022-01-01
455,Eric Lauer,MIL,158.2,93.3,89.8, , ,87.2,86.6,78.2, , , ,2022.0,2022-01-01
456,Kyle Barraclough,LAA,9.0,93.3,89.7, , ,88.9,78.6, , , , ,2022.0,2022-01-01
457,Tyler Mahle,- - -,120.2,93.3,85.3,85.5, , ,83.9,79.8, , , ,2022.0,2022-01-01
458,Vince Velasquez,CHW,75.1,93.3, , ,92.2,88.3,84.8,81.7, , , ,2022.0,2022-01-01
459,Lance McCullers Jr.,HOU,47.2,93.3,88.7, ,93.2,87.1,85.3,82.8, , , ,2022.0,2022-01-01
460,Chris Bassitt,NYM,181.2,93.3,89.2, ,92.8,85.3,78.9,71.6, , , ,2022.0,2022-01-01
461,Ryan Castellani,OAK,2.2,93.3, , ,93.6, ,86.1,80.8, , , ,2022.0,2022-01-01
462,Damon Jones,PHI,4.2,93.3, , , , ,81.6,80.6, , , ,2022.0,2022-01-01
463,Ranger Suarez,PHI,155.1,93.3,89.9, ,92.7,85.1,82.8,76.6, , , ,2022.0,2022-01-01
464,Jon Heasley,KCR,104.0,93.3, , , ,84.9,85.6,78.5, , , ,2022.0,2022-01-01
465,Reid Detmers,LAA,129.0,93.3, , , ,84.3,86.0,73.3, , , ,2022.0,2022-01-01
466,Adonis Medina,NYM,23.2,93.3,86.5, ,93.4,87.2,81.0, , , , ,2022.0,2022-01-01
467,Brandon Hughes,CHC,57.2,93.3, , ,93.4,85.6,83.0, , , , ,2022.0,2022-01-01
468,Zach Eflin,PHI,75.2,93.3,90.4, ,92.9,87.2,86.4,78.5, , , ,2022.0,2022-01-01
469,Jake Lemoine,OAK,16.1,93.3, ,86.3,93.5, ,84.2, , , , ,2022.0,2022-01-01
470,Francisco Perez,WSN,8.2,93.3, , , ,84.7,83.2,76.1, , , ,2022.0,2022-01-01
471,Carlos Carrasco,NYM,152.0,93.3, , ,91.9,87.4,84.9,81.1, , , ,2022.0,2022-01-01
472,R.J. Alvarez,NYM,2.1,93.3, , ,93.0,86.6,82.8, , , , ,2022.0,2022-01-01
473,Michael Wacha,BOS,127.1,93.2,89.0, ,92.7,84.5, ,75.0, , , ,2022.0,2022-01-01
474,Ronny Henriquez,MIN,11.2,93.2, , , ,87.5,86.0, , , , ,2022.0,2022-01-01
475,Cam Vieaux,PIT,8.2,93.2, , , ,87.1,78.4, , , , ,2022.0,2022-01-01
476,Patrick Sandoval,LAA,148.2,93.2, , ,93.5,83.8,86.4,78.8, , , ,2022.0,2022-01-01
477,Ian Kennedy,ARI,50.1,93.2,85.7,85.3, ,86.5,81.0,78.8, , , ,2022.0,2022-01-01
478,David Phelps,TOR,63.2,93.2,89.8, ,93.1,86.5, ,81.6, , , ,2022.0,2022-01-01
479,Elvin Rodriguez,DET,29.2,93.2, , ,92.3,86.5,82.4,78.2, , , ,2022.0,2022-01-01
480,Michael Kelly,PHI,4.0,93.2,87.7, , , ,82.7, , , , ,2022.0,2022-01-01
481,Tony Gonsolin,LAD,130.1,93.2, ,83.5, , ,87.6,80.7, , , ,2022.0,2022-01-01
482,JP Sears,- - -,70.0,93.2, , , ,82.7,79.2, , , , ,2022.0,2022-01-01
483,Domingo Acevedo,OAK,67.2,93.2, , , ,86.9,86.6, , , , ,2022.0,2022-01-01
484,Marcos Diplan,BAL,5.2,93.2, , , ,86.3,85.3,81.2, , , ,2022.0,2022-01-01
485,Chris Archer,MIN,102.2,93.2, , ,93.4,87.0,88.8,81.8, , , ,2022.0,2022-01-01
486,Pedro Avila,SDP,4.0,93.1, , , ,82.2,84.2,75.8, , , ,2022.0,2022-01-01
487,Jason Alexander,MIL,71.2,93.1, , ,92.4,81.5,81.2, , , , ,2022.0,2022-01-01
488,Tucker Davidson,- - -,52.0,93.1, , ,92.6,85.5,86.6,78.2, , , ,2022.0,2022-01-01
489,Beau Sulser,- - -,22.1,93.1,88.4, , ,83.9, ,80.6, , , ,2022.0,2022-01-01
490,Dillon Peters,PIT,39.1,93.1, , ,92.6,85.0,84.7,77.4, , , ,2022.0,2022-01-01
491,Julio Urias,LAD,175.0,93.1, , , ,86.2, ,80.9, , , ,2022.0,2022-01-01
492,Silvino Bracho,ATL,4.1,93.1, , , ,81.4,80.0, , , , ,2022.0,2022-01-01
493,Jordan Montgomery,- - -,178.1,93.1,87.8, ,93.0,82.3, ,80.2, , , ,2022.0,2022-01-01
494,Bryan Garcia,DET,20.1,93.1, , , ,85.9,85.8, , , , ,2022.0,2022-01-01
495,Tanner Banks,CHW,53.0,93.1, , , ,85.1,86.2, , , , ,2022.0,2022-01-01
496,Norge Ruiz,OAK,19.0,93.0, , , ,85.2,86.7,79.3, , , ,2022.0,2022-01-01
497,Max Castillo,- - -,39.1,93.0, , , ,87.5,83.5, , , , ,2022.0,2022-01-01
498,Justin Grimm,OAK,15.1,93.0, , , , ,82.2,82.3, , , ,2022.0,2022-01-01
499,Vladimir Gutierrez,CIN,36.2,93.0, , , ,83.1,82.3,78.5, , , ,2022.0,2022-01-01
500,Touki Toussaint,LAA,25.1,93.0, ,86.6,91.9, , ,75.6, , , ,2022.0,2022-01-01
501,Chase De Jong,PIT,71.2,93.0, , , ,86.6,83.8,77.8, , , ,2022.0,2022-01-01
502,Lance Lynn,CHW,121.2,93.0,88.6, ,91.6,85.8,81.7,83.0, , , ,2022.0,2022-01-01
503,Javier Assad,CHC,37.2,93.0,88.1, ,92.4,85.4,81.3,76.1, , , ,2022.0,2022-01-01
504,Gavin Hollowell,COL,7.0,93.0,89.2, ,93.7,84.1,81.3, , , , ,2022.0,2022-01-01
505,Miguel Yajure,PIT,24.1,93.0,90.4, ,93.2,89.3,81.7,82.0, , , ,2022.0,2022-01-01
506,Tayler Saucedo,TOR,2.2,93.0, , ,92.8,86.3,84.1,77.2, , , ,2022.0,2022-01-01
507,Chris Ellis,BAL,4.1,93.0, , , ,86.4,86.4,82.1, , , ,2022.0,2022-01-01
508,JT Brubaker,PIT,144.0,93.0, , ,93.3,87.4,86.8,80.2, , , ,2022.0,2022-01-01
509,Andrew Heaney,LAD,72.2,93.0, , , ,84.9,83.4, , , , ,2022.0,2022-01-01
510,Reiss Knehr,SDP,13.2,93.0,88.5, ,94.6,88.9,79.8, , , , ,2022.0,2022-01-01
511,Anthony DeSclafani,SFG,19.0,93.0, , ,92.2,86.3,87.5,80.9, , , ,2022.0,2022-01-01
512,Rony Garcia,DET,51.0,93.0, , ,92.4,87.3,80.4, , , , ,2022.0,2022-01-01
513,Angel Rondon,STL,5.0,92.9, , ,91.3,83.8,81.2, , , , ,2022.0,2022-01-01
514,Aaron Nola,PHI,205.0,92.9,87.0, ,92.3,86.1, ,78.7, , , ,2022.0,2022-01-01
515,Caleb Thielbar,MIN,59.1,92.9, ,83.3, , ,81.4,73.0, , , ,2022.0,2022-01-01
516,Martin Perez,TEX,196.1,92.9,89.9, ,92.7,84.4,84.3,78.9, , , ,2022.0,2022-01-01
517,Joe Musgrove,SDP,181.0,92.9,90.0, ,92.2,86.4,82.8,81.3, , , ,2022.0,2022-01-01
518,Bryse Wilson,PIT,115.2,92.9, ,83.6,92.3,86.1,83.5,77.4, , , ,2022.0,2022-01-01
519,Chris Stratton,- - -,63.1,92.9, , ,92.7,86.9,86.7,81.0, , , ,2022.0,2022-01-01
520,Packy Naughton,STL,32.0,92.9, , ,92.7,84.4,80.9, , , , ,2022.0,2022-01-01
521,Vinny Nittoli,PHI,2.0,92.9, , ,92.8, ,84.1,82.5, , , ,2022.0,2022-01-01
522,Marcus Stroman,CHC,138.2,92.9,90.4, ,92.2,87.3,85.2,81.6, , , ,2022.0,2022-01-01
523,Denyi Reyes,BAL,7.2,92.9, , , ,85.5,79.9,75.5, , , ,2022.0,2022-01-01
524,Kervin Castro,- - -,12.1,92.9,89.3, , , ,84.1,79.1, , , ,2022.0,2022-01-01
525,Freddy Peralta,MIL,78.0,92.9, , , ,86.1,80.3,75.8, , , ,2022.0,2022-01-01
526,Joely Rodriguez,NYM,50.1,92.8, , ,92.8,87.8,83.9, , , , ,2022.0,2022-01-01
527,Jose Suarez,LAA,109.0,92.8, , ,91.8,82.5,81.6,78.1, , , ,2022.0,2022-01-01
528,Ryan Tepera,LAA,57.1,92.8,86.2,86.1,93.1, ,80.1, , , , ,2022.0,2022-01-01
529,Alex Faedo,DET,53.2,92.8, , , ,86.4,85.0, , , , ,2022.0,2022-01-01
530,Brad Hand,PHI,45.0,92.8, , ,92.6, ,79.4, , , , ,2022.0,2022-01-01
531,Brad Boxberger,MIL,64.0,92.8, , , ,81.3,87.4, , , , ,2022.0,2022-01-01
532,Riley O'Brien,SEA,1.0,92.8, , , , ,78.4, , , , ,2022.0,2022-01-01
533,Ashton Goudeau,COL,20.1,92.8, , , ,85.0, ,77.9, , , ,2022.0,2022-01-01
534,Daulton Jefferies,OAK,39.1,92.8,90.1, ,92.8,86.4,80.5, , , , ,2022.0,2022-01-01
535,Jhoulys Chacin,COL,47.1,92.8,87.2, ,93.0,85.5,80.2,79.6, , , ,2022.0,2022-01-01
536,J.P. Feyereisen,TBR,24.1,92.7, , , ,87.6,84.5, , , , ,2022.0,2022-01-01
537,Lucas Giolito,CHW,161.2,92.7, , , ,81.1,84.5,79.5, , , ,2022.0,2022-01-01
538,Domingo German,NYY,72.1,92.7, , ,92.7,85.9, ,81.0, , , ,2022.0,2022-01-01
539,Blake Taylor,HOU,16.0,92.7, , , ,90.3,84.4, , , , ,2022.0,2022-01-01
540,Jharel Cotton,- - -,43.0,92.7,91.4, , ,79.7,79.5,76.2, , , ,2022.0,2022-01-01
541,Raynel Espinal,CIN,4.2,92.7, , , ,87.5,83.9, , , , ,2022.0,2022-01-01
542,Matthew Boyd,SEA,13.1,92.7, , ,90.7,80.7,80.8,72.0, , , ,2022.0,2022-01-01
543,Janson Junk,LAA,8.1,92.7, , , ,88.2,82.9,79.4, , , ,2022.0,2022-01-01
544,Triston McKenzie,CLE,191.1,92.7, , , , ,87.4,79.5, , , ,2022.0,2022-01-01
545,Matt Gage,TOR,13.0,92.7,86.9, , ,88.5,81.5, , , , ,2022.0,2022-01-01
546,Drew Hutchison,DET,105.1,92.7, , ,92.7,86.6,86.2, , , , ,2022.0,2022-01-01
547,Austin Adams,SDP,2.1,92.7, , , , ,86.1, , , , ,2022.0,2022-01-01
548,Matthew Festa,SEA,54.0,92.6, , ,94.3,91.0,83.0, , , , ,2022.0,2022-01-01
549,Chi Chi Gonzalez,- - -,23.0,92.6,87.2, ,92.1,85.4,83.4, , , , ,2022.0,2022-01-01
550,Kirk McCarty,CLE,37.2,92.6, , , ,84.8,88.1,77.0, , , ,2022.0,2022-01-01
551,Josh Fleming,TBR,35.0,92.6,84.8, ,91.6,82.5, ,79.9, , , ,2022.0,2022-01-01
552,Adrian Sampson,CHC,104.1,92.6, , ,92.1,85.1,83.7, , , , ,2022.0,2022-01-01
553,Brennan Bernardino,SEA,2.1,92.6, , , , , ,79.4, , , ,2022.0,2022-01-01
554,Jake Woodford,STL,48.1,92.6, , ,92.0,85.3,82.2,75.5, , , ,2022.0,2022-01-01
555,Joey Wentz,DET,32.2,92.6,83.4, , ,84.3, ,75.5, , , ,2022.0,2022-01-01
556,Aaron Sanchez,- - -,60.0,92.6, , ,92.1,87.6, ,79.1, , , ,2022.0,2022-01-01
557,Michael A. Taylor,KCR,2.0,92.5, , , ,72.8, , , , , ,2022.0,2022-01-01
558,Paul Sewald,SEA,64.0,92.5, , , , ,82.8, , , , ,2022.0,2022-01-01
559,David Price,LAD,40.1,92.5,88.0, ,92.0,83.8, ,78.4, , , ,2022.0,2022-01-01
560,T.J. Zeuch,CIN,10.2,92.5,86.5, ,92.1,85.6,81.0, , , , ,2022.0,2022-01-01
561,Bowden Francis,TOR,0.2,92.5, , , ,83.0,80.8,75.0, , , ,2022.0,2022-01-01
562,Ross Detwiler,CIN,26.1,92.5, , ,91.9,86.9,86.1,77.2, , , ,2022.0,2022-01-01
563,Daniel Mengden,KCR,7.0,92.5,87.7, , ,84.0,82.7,72.2, , , ,2022.0,2022-01-01
564,Dylan Floro,MIA,53.2,92.5, , ,92.6,85.1,84.1, , , , ,2022.0,2022-01-01
565,Glenn Otto,TEX,135.2,92.5,91.2, ,92.1,88.2,81.2,81.2, , , ,2022.0,2022-01-01
566,Nate Fisher,NYM,3.0,92.4, , , ,83.6,81.7,75.2, , , ,2022.0,2022-01-01
567,Spencer Patton,TEX,7.0,92.4, , , ,85.5,82.0, , , , ,2022.0,2022-01-01
568,Justin Steele,CHC,119.0,92.4, , ,91.8,88.0,82.3,78.7, , , ,2022.0,2022-01-01
569,Jay Jackson,ATL,1.1,92.4, , , , ,83.8, , , , ,2022.0,2022-01-01
570,Zach Thompson,PIT,121.2,92.4,86.9, ,92.3,85.9, ,76.7, , , ,2022.0,2022-01-01
571,Logan Webb,SFG,192.1,92.4,90.1, ,91.7,86.3,82.4, , , , ,2022.0,2022-01-01
572,David McKay,- - -,6.2,92.4, , , ,89.2,82.9,77.4, , , ,2022.0,2022-01-01
573,Merrill Kelly,ARI,200.1,92.4,90.7, ,92.2,88.3,84.7,81.9, , , ,2022.0,2022-01-01
574,Wyatt Mills,- - -,29.1,92.4, , ,91.0, ,80.8, , , , ,2022.0,2022-01-01
575,Brady Singer,KCR,153.1,92.4, , ,93.8,86.9,85.5, , , , ,2022.0,2022-01-01
576,Jimmy Herget,LAA,69.0,92.3, , ,90.6,84.5,83.4,74.9, , , ,2022.0,2022-01-01
577,Tyler Duffey,MIN,44.0,92.3, , ,92.5,79.0,83.8,82.1,72.6, , ,2022.0,2022-01-01
578,Parker Mushinski,HOU,7.1,92.3,87.0, , ,86.5,79.4,80.0, , , ,2022.0,2022-01-01
579,Justin Dunn,CIN,31.0,92.3,89.4, , ,87.8,83.6,80.0, , , ,2022.0,2022-01-01
580,Matt Dermody,CHC,1.0,92.3, , ,92.0,85.9,80.7,74.9, , , ,2022.0,2022-01-01
581,John Means,BAL,8.0,92.3, , , ,82.8,84.7,77.3, , , ,2022.0,2022-01-01
582,Kyle Gibson,PHI,167.2,92.3,89.6, ,91.9,84.8,83.5,79.2, , , ,2022.0,2022-01-01
583,Kyle Crick,CHW,15.2,92.3, , ,92.4, ,79.9, , , , ,2022.0,2022-01-01
584,Yonny Chirinos,TBR,7.0,92.3, ,85.6,93.8, ,87.6, , , , ,2022.0,2022-01-01
585,Zack Britton,NYY,0.2,92.2, , ,92.8, ,78.6, , , , ,2022.0,2022-01-01
586,Xzavion Curry,CLE,9.1,92.2, , , ,87.7,85.5,73.6, , , ,2022.0,2022-01-01
587,Eli Morgan,CLE,66.2,92.2, , , ,76.0,85.5,75.2, , , ,2022.0,2022-01-01
588,Rob Zastryzny,- - -,4.0,92.2,88.1, , ,78.3,79.9, , , , ,2022.0,2022-01-01
589,Eric Stout,- - -,22.1,92.2, , , ,87.6,80.2,77.9, , , ,2022.0,2022-01-01
590,Jake Odorizzi,- - -,106.1,92.2,87.7,85.1,92.3, ,82.8,72.0, , , ,2022.0,2022-01-01
591,Connor Seabold,BOS,18.1,92.2, , , ,80.4,85.5,78.5, , , ,2022.0,2022-01-01
592,Konnor Pilkington,CLE,58.0,92.2, , , ,84.5,81.9,77.1, , , ,2022.0,2022-01-01
593,Garrett Hill,DET,60.1,92.2, , ,91.5,82.4,82.8,77.3, , , ,2022.0,2022-01-01
594,Zach Plesac,CLE,131.2,92.2, , ,89.7,86.0,85.6,79.5, , , ,2022.0,2022-01-01
595,Will Smith,- - -,59.0,92.1, , ,90.7,86.9,81.6,76.8, , , ,2022.0,2022-01-01
596,Kevin Herget,TBR,7.0,92.1,83.8, , ,83.6, , , , , ,2022.0,2022-01-01
597,Sonny Gray,MIN,119.2,92.1,88.6, ,92.1,87.1,82.4,78.7, , , ,2022.0,2022-01-01
598,Cole Ragans,TEX,40.0,92.1,88.5, , ,82.1, ,76.2, , , ,2022.0,2022-01-01
599,Patrick Corbin,WSN,152.2,92.1, , ,92.8,82.4,81.7, , , , ,2022.0,2022-01-01
600,Chase Anderson,CIN,24.0,92.1,90.1, ,92.2,82.9,83.6,77.9, , , ,2022.0,2022-01-01
601,Logan Allen,- - -,7.2,92.1,86.0, ,90.2,85.0,81.4,75.9, , , ,2022.0,2022-01-01
602,Jaime Barria,LAA,79.1,92.1, , ,91.8,85.1,85.3, , , , ,2022.0,2022-01-01
603,Eduardo Rodriguez,DET,91.0,92.0,88.9, ,91.9,85.8,83.2, , , , ,2022.0,2022-01-01
604,Joe Ryan,MIN,147.0,92.0, , , ,84.6,82.0,74.9, , , ,2022.0,2022-01-01
605,Dereck Rodriguez,MIN,7.2,92.0, , , ,85.2,86.3,76.5, , , ,2022.0,2022-01-01
606,Dylan Lee,ATL,50.2,92.0, , , ,86.1,83.7, , , , ,2022.0,2022-01-01
607,Jakob Junis,SFG,112.0,92.0,84.2, ,91.7,84.5,83.0, , , , ,2022.0,2022-01-01
608,Nick Neidert,MIA,5.0,92.0, , , ,83.7,86.5,78.9, , , ,2022.0,2022-01-01
609,Kohei Arihara,TEX,20.0,92.0,88.0,82.5,90.5,81.2,81.6,74.5, , , ,2022.0,2022-01-01
610,Seth Martinez,HOU,38.2,92.0,86.2, ,90.9,86.5,79.7, , , , ,2022.0,2022-01-01
611,Ross Stripling,TOR,134.1,91.9, , ,89.8,82.5,87.1,76.1, , , ,2022.0,2022-01-01
612,Jordan Lyles,BAL,179.0,91.9, , ,90.8,86.5,80.7,79.3, , , ,2022.0,2022-01-01
613,Kris Bubic,KCR,129.0,91.9, , , ,80.7, ,79.4, , , ,2022.0,2022-01-01
614,Evan Lee,WSN,8.2,91.9,91.2, , ,82.5, ,80.0, , , ,2022.0,2022-01-01
615,Paul Fry,- - -,13.0,91.9, , ,91.7, ,84.4, , , , ,2022.0,2022-01-01
616,Ryan Thompson,TBR,42.2,91.9,86.7,81.4,90.3, ,79.7, , , , ,2022.0,2022-01-01
617,Sean Hjelle,SFG,25.0,91.9, , ,93.7,88.2,85.6, , , , ,2022.0,2022-01-01
618,Cole Sulser,MIA,34.0,91.8, , , ,83.2,83.9,77.7, , , ,2022.0,2022-01-01
619,Chris Flexen,SEA,137.2,91.8,87.5, , ,81.2,80.8,75.5, , , ,2022.0,2022-01-01
620,Sam Howard,PIT,2.0,91.8, , , , ,83.4, , , , ,2022.0,2022-01-01
621,Andrew Chafin,DET,57.1,91.8, , ,91.7,84.9,83.0, , , , ,2022.0,2022-01-01
622,Bailey Ober,MIN,56.0,91.8, , , ,84.6,83.1,76.9, , , ,2022.0,2022-01-01
623,Jake Reed,- - -,16.2,91.8,90.7, ,91.8,82.2,81.9, , , , ,2022.0,2022-01-01
624,Danny Coulombe,MIN,12.1,91.8, , ,91.0,76.6,83.3,79.9, , , ,2022.0,2022-01-01
625,Caleb Smith,ARI,70.0,91.8, , , ,83.4,85.2,78.7, , , ,2022.0,2022-01-01
626,Cole Sands,MIN,30.2,91.7, ,84.9,90.1,85.7,80.3, , , , ,2022.0,2022-01-01
627,Justus Sheffield,SEA,11.2,91.7, , ,92.1,87.2,81.9, , , , ,2022.0,2022-01-01
628,Kyle Nelson,ARI,37.0,91.7, , , , ,84.1,76.9, , , ,2022.0,2022-01-01
629,Nestor Cortes,NYY,158.1,91.7,86.9, , ,82.8,77.0,72.1, , , ,2022.0,2022-01-01
630,Daniel Castano,MIA,35.2,91.7,86.4, ,89.1,83.9,81.2, , , , ,2022.0,2022-01-01
631,Jeffrey Springs,TBR,135.1,91.7, , , ,81.4,85.6, , , , ,2022.0,2022-01-01
632,Paul Blackburn,OAK,111.1,91.7,87.2,85.1,91.8,86.1,79.3,78.9, , , ,2022.0,2022-01-01
633,Shaun Anderson,TOR,1.0,91.6, , , , ,84.7, , , , ,2022.0,2022-01-01
634,Elieser Hernandez,MIA,62.1,91.6,90.6, ,91.8,84.6,80.2, , , , ,2022.0,2022-01-01
635,Dakota Hudson,STL,139.2,91.6,88.0, ,92.0,86.6,80.5, , , , ,2022.0,2022-01-01
636,Nick Wittgren,STL,29.0,91.6,88.3, ,91.2,84.2,82.1, , , , ,2022.0,2022-01-01
637,Bailey Falter,PHI,84.0,91.6, , ,91.1,83.2,83.5,76.6, , , ,2022.0,2022-01-01
638,Spenser Watkins,BAL,105.1,91.6,87.3, ,91.1,86.4,78.6,77.1, , , ,2022.0,2022-01-01
639,Shane Bieber,CLE,200.0,91.5,87.1, , ,86.6,85.4,82.3, , , ,2022.0,2022-01-01
640,Easton McGee,TBR,3.0,91.5,88.8, ,92.7,86.5,79.9,74.7, , , ,2022.0,2022-01-01
641,Jhonathan Diaz,LAA,15.1,91.5, , ,88.9,80.8,80.7,74.9, , , ,2022.0,2022-01-01
642,Johnny Cueto,CHW,158.1,91.5,87.4, ,91.4,82.6,85.2,79.6, , , ,2022.0,2022-01-01
643,Phillip Diehl,CIN,5.2,91.5, , , ,86.1,83.5, , , , ,2022.0,2022-01-01
644,Alex Young,- - -,26.2,91.5,84.9, ,90.6,86.1,82.8,82.2, , , ,2022.0,2022-01-01
645,Daniel Norris,- - -,58.2,91.5, , ,90.9,86.9,80.2,76.3, , , ,2022.0,2022-01-01
646,Bryce Elder,ATL,54.0,91.5,89.4, ,90.7,86.0,82.4, , , , ,2022.0,2022-01-01
647,Drew Carlton,DET,8.2,91.5, , ,90.7,84.5,79.9, , , , ,2022.0,2022-01-01
648,Tommy Henry,ARI,47.0,91.5, , , ,84.7,85.6,80.4, , , ,2022.0,2022-01-01
649,Tim Hill,SDP,48.0,91.5,88.7, ,89.5, ,82.4, , , , ,2022.0,2022-01-01
650,Austin Pruitt,OAK,55.1,91.5, , , ,86.3,87.5,80.9, , , ,2022.0,2022-01-01
651,Braxton Garrett,MIA,88.0,91.5, , ,90.8,85.9,83.9,78.7, , , ,2022.0,2022-01-01
652,Connor Overton,CIN,33.0,91.4,90.1, ,91.1,85.3,82.3,79.9, , , ,2022.0,2022-01-01
653,Tyler Danish,BOS,40.1,91.4,87.4, ,91.1,84.5,81.1,73.8, , , ,2022.0,2022-01-01
654,Cory Abbott,WSN,48.0,91.4, , , ,86.6,84.7,83.0, , , ,2022.0,2022-01-01
655,James Naile,STL,9.0,91.4,88.1, ,91.7,86.5, ,82.3, , , ,2022.0,2022-01-01
656,Collin McHugh,ATL,69.1,91.3,88.9, ,90.3, ,80.2,74.4,67.5, , ,2022.0,2022-01-01
657,Jose Quintana,- - -,165.2,91.3,89.6, ,91.5,86.5, ,78.5, , , ,2022.0,2022-01-01
658,Chris Mazza,TBR,5.1,91.3,84.8, ,89.9,83.6,77.9, , , , ,2022.0,2022-01-01
659,Ralph Garza,TBR,35.0,91.2,89.7, ,88.0,83.3,77.8,80.2, , , ,2022.0,2022-01-01
660,Trevor Williams,NYM,89.2,91.2, , ,88.9,84.4,82.0,78.1, , , ,2022.0,2022-01-01
661,Ty Blach,COL,44.1,91.2, , , ,80.8,85.2,79.3, , , ,2022.0,2022-01-01
662,Steven Brault,CHC,9.0,91.2, , ,91.0,85.6,82.0, , , , ,2022.0,2022-01-01
663,Mark Leiter,CHC,67.2,91.2,87.8,84.3,91.2, ,79.5,73.3, , , ,2022.0,2022-01-01
664,Jose Alvarez,SFG,15.1,91.2, , ,90.8,81.4,80.2, , , , ,2022.0,2022-01-01
665,Kolby Allard,TEX,21.0,91.2,84.9, , ,82.9, ,74.3, , , ,2022.0,2022-01-01
666,Mark Melancon,ARI,56.0,91.2,90.7,83.4,92.0, ,83.9,81.5, , , ,2022.0,2022-01-01
667,A.J. Ladwig,MIA,3.1,91.1, , ,91.6,86.9,82.6,75.6, , , ,2022.0,2022-01-01
668,Luke Farrell,- - -,15.0,91.1, , , ,85.0,82.5,78.6, , , ,2022.0,2022-01-01
669,Simeon Woods Richardson,MIN,5.0,91.1, , , ,80.6,84.0,74.5, , , ,2022.0,2022-01-01
670,Austin Gomber,COL,124.2,91.1, , , ,82.1,84.4,75.8, , , ,2022.0,2022-01-01
671,Ethan Small,MIL,6.1,91.1, , , ,78.8,79.6, , , , ,2022.0,2022-01-01
672,Phil Maton,HOU,65.2,91.1, , ,90.2, ,81.0,74.6, , , ,2022.0,2022-01-01
673,Joe Mantiply,ARI,60.0,91.0, , ,90.3,82.4,80.9, , , , ,2022.0,2022-01-01
674,Jesse Chavez,- - -,69.1,91.0,89.1, ,91.3,85.5, ,77.1, , , ,2022.0,2022-01-01
675,Casey Lawrence,TOR,18.0,91.0,84.5, ,90.1,83.2,81.2,78.8, , , ,2022.0,2022-01-01
676,Luke Barker,MIL,4.0,91.0, ,81.8, , , , , , , ,2022.0,2022-01-01
